Point_Name,X_m,Y_m,Z_m
VisnavModel3 v2:1 -> beacon1,1.9848077530122072,2.173648177666936,-0.5000000000000003
VisnavModel3 v2:1 -> beacon2,2.0599996196024275,1.7472139116907146,0.25000000000000044
VisnavModel3 v2:1 -> beacon3,1.909615886421987,2.6000824436431578,0.2500000000000001
VisnavModel3 v2:1 -> beacon4,2.9696155060244136,2.3472963553338717,0.9999999999999991
VisnavModel3 v2:1 -> beacon5,2.819231772843974,3.2001648872863133,-0.4999999999999989
VisnavModel3 v2:1 -> beacon6,3.119999239204854,1.4944278233814305,-0.49999999999999917
