Point_Name,X_m,Y_m,Z_m
VisnavModel3 v2:1 -> beacon1,2.0,2.0,-0.5000000000000003
VisnavModel3 v2:1 -> beacon2,2.0,1.5669872981077804,0.25000000000000044
VisnavModel3 v2:1 -> beacon3,2.0,2.4330127018922196,0.2500000000000001
VisnavModel3 v2:1 -> beacon4,3.0,1.9999999999999998,0.9999999999999991
VisnavModel3 v2:1 -> beacon5,3.0,2.866025403784438,-0.4999999999999989
VisnavModel3 v2:1 -> beacon6,3.0,1.133974596215562,-0.49999999999999917
